Date,NIFTY50
2024-05-06,22442.699219
2024-05-07,22302.500000
2024-05-08,22302.500000
2024-05-09,21957.500000
2024-05-10,22055.199219
2024-05-13,22104.050781
2024-05-14,22217.849609
2024-05-15,22200.550781
2024-05-16,22403.849609
2024-05-17,22466.099609
2024-05-21,22529.050781
2024-05-22,22597.800781
2024-05-23,22967.650391
2024-05-24,22957.099609
2024-05-27,22932.449219
2024-05-28,22888.150391
2024-05-29,22704.699219
2024-05-30,22488.650391
2024-05-31,22530.699219
2024-06-03,23263.900391
2024-06-04,21884.500000
2024-06-05,22620.349609
2024-06-06,22821.400391
2024-06-07,23290.150391
2024-06-10,23259.199219
2024-06-11,23264.849609
2024-06-12,23322.949219
2024-06-13,23398.900391
2024-06-14,23465.599609
2024-06-18,23557.900391
2024-06-19,23516.000000
2024-06-20,23567.000000
2024-06-21,23501.099609
2024-06-24,23537.849609
2024-06-25,23721.300781
2024-06-26,23868.800781
2024-06-27,24044.500000
2024-06-28,24010.599609
2024-07-01,24141.949219
2024-07-02,24123.849609
2024-07-03,24286.500000
2024-07-04,24302.150391
2024-07-05,24323.849609
2024-07-08,24320.550781
2024-07-09,24433.199219
2024-07-10,24324.449219
2024-07-11,24315.949219
2024-07-12,24502.150391
2024-07-15,24586.699219
2024-07-16,24613.000000
2024-07-18,24800.849609
2024-07-19,24530.900391
2024-07-22,24509.250000
2024-07-23,24479.050781
2024-07-24,24413.500000
2024-07-25,24406.099609
2024-07-26,24834.849609
2024-07-29,24836.099609
2024-07-30,24857.300781
2024-07-31,24951.150391
2024-08-01,25010.900391
2024-08-02,24717.699219
2024-08-05,24055.599609
2024-08-06,23992.550781
2024-08-07,24297.500000
2024-08-08,24117.000000
2024-08-09,24367.500000
2024-08-12,24347.000000
2024-08-13,24139.000000
2024-08-14,24143.750000
2024-08-16,24541.150391
2024-08-19,24572.650391
2024-08-20,24698.849609
2024-08-21,24770.199219
2024-08-22,24811.500000
2024-08-23,24823.150391
2024-08-26,25010.599609
2024-08-27,25017.750000
2024-08-28,25052.349609
2024-08-29,25151.949219
2024-08-30,25235.900391
2024-09-02,25278.699219
2024-09-03,25279.849609
2024-09-04,25198.699219
2024-09-05,25145.099609
2024-09-06,24852.150391
2024-09-09,24936.400391
2024-09-10,25041.099609
2024-09-11,24918.449219
2024-09-12,25388.900391
2024-09-13,25356.500000
2024-09-16,25383.750000
2024-09-17,25418.550781
2024-09-18,25377.550781
2024-09-19,25415.800781
2024-09-20,25790.949219
2024-09-23,25939.050781
2024-09-24,25940.400391
2024-09-25,26004.150391
2024-09-26,26216.050781
2024-09-27,26178.949219
2024-09-30,25810.849609
2024-10-01,25796.900391
2024-10-03,25250.099609
2024-10-04,25014.599609
2024-10-07,24795.750000
2024-10-08,25013.150391
2024-10-09,24981.949219
2024-10-10,24998.449219
2024-10-11,24964.250000
2024-10-14,25127.949219
2024-10-15,25057.349609
2024-10-16,24971.300781
2024-10-17,24749.849609
2024-10-18,24854.050781
2024-10-21,24781.099609
2024-10-22,24472.099609
2024-10-23,24435.500000
2024-10-24,24399.400391
2024-10-25,24180.800781
2024-10-28,24339.150391
2024-10-29,24466.849609
2024-10-30,24340.849609
2024-10-31,24205.349609
2024-11-01,24304.349609
2024-11-04,23995.349609
2024-11-05,24213.300781
2024-11-06,24484.050781
2024-11-07,24199.349609
2024-11-08,24148.199219
2024-11-11,24141.300781
2024-11-12,23883.449219
2024-11-13,23559.050781
2024-11-14,23532.699219
2024-11-18,23453.800781
2024-11-19,23518.500000
2024-11-21,23349.900391
2024-11-22,23907.250000
2024-11-25,24221.900391
2024-11-26,24194.500000
2024-11-27,24274.900391
2024-11-28,23914.150391
2024-11-29,24131.099609
2024-12-02,24276.050781
2024-12-03,24457.150391
2024-12-04,24467.449219
2024-12-05,24708.400391
2024-12-06,24677.800781
2024-12-09,24619.000000
2024-12-10,24610.050781
2024-12-11,24641.800781
2024-12-12,24548.699219
2024-12-13,24768.300781
2024-12-16,24668.250000
2024-12-17,24336.000000
2024-12-18,24198.849609
2024-12-19,23951.699219
2024-12-20,23587.500000
2024-12-23,23753.449219
2024-12-24,23727.650391
2024-12-26,23750.199219
2024-12-27,23813.400391
2024-12-30,23644.900391
2024-12-31,23644.800781
2025-01-01,23742.900391
2025-01-02,24188.650391
2025-01-03,24004.750000
2025-01-06,23616.050781
2025-01-07,23707.900391
2025-01-08,23688.949219
2025-01-09,23526.500000
2025-01-10,23431.500000
2025-01-13,23085.949219
2025-01-14,23176.050781
2025-01-15,23213.199219
2025-01-16,23311.800781
2025-01-17,23203.199219
2025-01-20,23344.750000
2025-01-21,23024.650391
2025-01-22,23155.349609
2025-01-23,23205.349609
2025-01-24,23092.199219
2025-01-27,22829.150391
2025-01-28,22957.250000
2025-01-29,23163.099609
2025-01-30,23249.500000
2025-01-31,23508.400391
2025-02-01,23482.150391
2025-02-03,23361.050781
2025-02-04,23739.250000
2025-02-05,23696.300781
2025-02-06,23603.349609
2025-02-07,23559.949219
2025-02-10,23381.599609
2025-02-11,23071.800781
2025-02-12,23045.250000
2025-02-13,23031.400391
2025-02-14,22929.250000
2025-02-17,22959.500000
2025-02-18,22945.300781
2025-02-19,22932.900391
2025-02-20,22913.150391
2025-02-21,22795.900391
2025-02-24,22553.349609
2025-02-25,22547.550781
2025-02-27,22545.050781
2025-02-28,22124.699219
2025-03-03,22119.300781
2025-03-04,22082.650391
2025-03-05,22337.300781
2025-03-06,22544.699219
2025-03-07,22552.500000
2025-03-10,22460.300781
2025-03-11,22497.900391
2025-03-12,22470.500000
2025-03-13,22397.199219
2025-03-17,22508.750000
2025-03-18,22834.300781
2025-03-19,22907.599609
2025-03-20,23190.650391
2025-03-21,23350.400391
2025-03-24,23658.349609
2025-03-25,23668.650391
2025-03-26,23486.849609
2025-03-27,23591.949219
2025-03-28,23519.349609
2025-04-01,23165.699219
2025-04-02,23332.349609
2025-04-03,23250.099609
2025-04-04,22904.449219
2025-04-07,22161.599609
2025-04-08,22535.849609
2025-04-09,22399.150391
2025-04-11,22828.550781
2025-04-15,23328.550781
2025-04-16,23437.199219
2025-04-17,23851.650391
2025-04-21,24125.550781
2025-04-22,24167.250000
2025-04-23,24328.949219
2025-04-24,24246.699219
2025-04-25,24039.349609
2025-04-28,24328.500000
2025-04-29,24335.949219
2025-04-30,24334.199219
2025-05-02,24346.699219
2025-05-05,24461.150391
2025-05-06,24379.599609
2025-05-07,24414.400391
2025-05-08,24273.800781
2025-05-09,24008.000000
2025-05-12,24924.699219
2025-05-13,24578.349609
2025-05-14,24666.900391
2025-05-15,25062.099609
2025-05-16,25019.800781
2025-05-19,24945.449219
2025-05-20,24683.900391
2025-05-21,24813.449219
2025-05-22,24609.699219
2025-05-23,24853.150391
2025-05-26,25001.150391
2025-05-27,24826.199219
2025-05-28,24752.449219
2025-05-29,24833.599609
2025-05-30,24750.699219
2025-06-02,24716.599609
2025-06-03,24542.500000
2025-06-04,24620.199219
2025-06-05,24750.900391
2025-06-06,25003.050781
2025-06-09,25103.199219
2025-06-10,25104.250000
2025-06-11,25141.400391
2025-06-12,24888.199219
2025-06-13,24718.599609
2025-06-16,24946.500000
2025-06-17,24853.400391
2025-06-18,24812.050781
2025-06-19,24793.250000
2025-06-20,25112.400391
2025-06-23,24971.900391
2025-06-24,25044.349609
2025-06-25,25244.750000
2025-06-26,25549.000000
2025-06-27,25637.800781
2025-06-30,25517.050781
2025-07-01,25541.800781
2025-07-02,25453.400391
2025-07-03,25405.300781
2025-07-04,25461.000000
2025-07-07,25461.300781
2025-07-08,25522.500000
2025-07-09,25476.099609
2025-07-10,25355.250000
2025-07-11,25149.849609
2025-07-14,25082.300781
2025-07-15,25195.800781
2025-07-16,25212.050781
2025-07-17,25111.449219
2025-07-18,24968.400391
2025-07-21,25090.699219
2025-07-22,25060.900391
2025-07-23,25219.900391
2025-07-24,25062.099609
2025-07-25,24837.000000
2025-07-28,24680.900391
2025-07-29,24821.099609
2025-07-30,24855.050781
2025-07-31,24768.349609
2025-08-01,24565.349609
2025-08-04,24722.750000
2025-08-05,24649.550781
2025-08-06,24574.199219
2025-08-07,24596.150391
2025-08-08,24363.300781
2025-08-11,24585.050781
2025-08-12,24487.400391
2025-08-13,24619.349609
2025-08-14,24631.300781
2025-08-18,24876.949219
2025-08-19,24980.650391
2025-08-20,25050.550781
2025-08-21,25083.750000
2025-08-22,24870.099609
2025-08-25,24967.750000
2025-08-26,24712.050781
2025-08-28,24500.900391
2025-08-29,24426.849609
2025-09-01,24625.050781
2025-09-02,24579.599609
2025-09-03,24715.050781
2025-09-04,24734.300781
2025-09-05,24741.000000
2025-09-08,24773.150391
2025-09-09,24868.599609
2025-09-10,24973.099609
2025-09-11,25005.500000
2025-09-12,25114.000000
2025-09-15,25069.199219
2025-09-16,25239.099609
2025-09-17,25330.250000
2025-09-18,25423.599609
2025-09-19,25327.050781
2025-09-22,25202.349609
2025-09-23,25169.500000
2025-09-24,25056.900391
2025-09-25,24890.849609
2025-09-26,24654.699219
2025-09-29,24634.900391
2025-09-30,24611.099609
2025-10-01,24836.300781
2025-10-03,24894.250000
2025-10-06,25077.650391
2025-10-07,25108.300781
2025-10-08,25046.150391
2025-10-09,25181.800781
2025-10-10,25285.349609
2025-10-13,25227.349609
2025-10-14,25145.500000
2025-10-15,25323.550781
2025-10-16,25585.300781
2025-10-17,25709.849609
2025-10-20,25843.150391
2025-10-21,25868.599609
2025-10-23,25891.400391
2025-10-24,25795.150391
2025-10-27,25966.050781
2025-10-28,25936.199219
2025-10-29,26053.900391
2025-10-30,25877.849609
2025-10-31,25722.099609
2025-11-03,25763.349609
2025-11-04,25597.650391
2025-11-06,25509.699219
2025-11-07,25492.300781
2025-11-10,25574.349609
2025-11-11,25694.949219
2025-11-12,25875.800781
2025-11-13,25879.150391
2025-11-14,25910.050781
2025-11-17,26013.449219
2025-11-18,25910.050781
2025-11-19,26052.650391
2025-11-20,26192.150391
2025-11-21,26068.150391
2025-11-24,25959.500000
2025-11-25,25884.800781
2025-11-26,26205.300781
2025-11-27,26215.550781
2025-11-28,26202.949219
2025-12-01,26175.750000
2025-12-02,26032.199219
2025-12-03,25986.000000
2025-12-04,26033.750000
2025-12-05,26186.449219
2025-12-08,25960.550781
2025-12-09,25839.650391
2025-12-10,25758.000000
2025-12-11,25898.550781
2025-12-12,26046.949219
2025-12-15,26027.300781
2025-12-16,25860.099609
2025-12-17,25818.550781
2025-12-18,25815.550781
2025-12-19,25966.400391
2025-12-22,26172.400391
2025-12-23,26177.150391
2025-12-24,26142.099609
2025-12-26,26042.300781
2025-12-29,25942.099609
2025-12-30,25938.849609
