Date,RELIANCE_Sales +,RELIANCE_Expenses +,RELIANCE_Operating Profit,RELIANCE_OPM %,RELIANCE_Other Income +,RELIANCE_Interest,RELIANCE_Depreciation,RELIANCE_Profit before tax,RELIANCE_Tax %,RELIANCE_Net Profit +,RELIANCE_EPS in Rs,RELIANCE_Raw PDF,HDFCBANK_Revenue +,HDFCBANK_Interest,HDFCBANK_Expenses +,HDFCBANK_Financing Profit,HDFCBANK_Financing Margin %,HDFCBANK_Other Income +,HDFCBANK_Depreciation,HDFCBANK_Profit before tax,HDFCBANK_Tax %,HDFCBANK_Net Profit +,HDFCBANK_EPS in Rs,HDFCBANK_Gross NPA %,HDFCBANK_Net NPA %,HDFCBANK_Raw PDF,INFY_Sales +,INFY_Expenses +,INFY_Operating Profit,INFY_OPM %,INFY_Other Income +,INFY_Interest,INFY_Depreciation,INFY_Profit before tax,INFY_Tax %,INFY_Net Profit +,INFY_EPS in Rs,INFY_Raw PDF,MM_Sales +,MM_Expenses +,MM_Operating Profit,MM_OPM %,MM_Other Income +,MM_Interest,MM_Depreciation,MM_Profit before tax,MM_Tax %,MM_Net Profit +,MM_EPS in Rs,MM_Raw PDF,BHARTIARTL_Sales +,BHARTIARTL_Expenses +,BHARTIARTL_Operating Profit,BHARTIARTL_OPM %,BHARTIARTL_Other Income +,BHARTIARTL_Interest,BHARTIARTL_Depreciation,BHARTIARTL_Profit before tax,BHARTIARTL_Tax %,BHARTIARTL_Net Profit +,BHARTIARTL_EPS in Rs,BHARTIARTL_Raw PDF,HUL_Sales +,HUL_Expenses +,HUL_Operating Profit,HUL_OPM %,HUL_Other Income +,HUL_Interest,HUL_Depreciation,HUL_Profit before tax,HUL_Tax %,HUL_Net Profit +,HUL_EPS in Rs,HUL_Raw PDF
2024-02-16,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-02-19,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-02-20,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-02-21,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-02-22,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-02-23,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-02-26,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-02-27,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-02-28,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-02-29,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-01,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-04,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-05,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-06,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-07,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-08,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-11,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-12,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-13,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-14,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-15,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-18,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-19,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-20,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-21,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-22,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-25,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-26,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-27,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-28,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-03-29,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-04-01,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-04-02,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-04-03,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-04-04,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-04-05,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-04-08,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-04-09,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-04-10,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
2024-04-11,225086.0,184430.0,40656.0,18.0,3869.0,5789.0,12903.0,25833.0,25.0,19641.0,12.76,,78008.0,43242.0,50530.0,-15764.0,-20.0,37007.0,0.0,21243.0,17.0,17718.0,11.37,,,,38821.0,29684.0,9137.0,24.0,789.0,131.0,1176.0,8619.0,29.0,6113.0,14.71,,35299.0,29075.0,6224.0,18.0,756.0,1945.0,1123.0,3912.0,24.0,2977.0,21.38,,37900.0,18085.0,19815.0,52.0,1013.0,6645.0,10074.0,4108.0,30.0,2876.0,4.34,,15567.0,11902.0,3665.0,24.0,184.0,91.0,313.0,3445.0,27.0,2508.0,10.68,
