Date,RELIANCE_Sales +,RELIANCE_Expenses +,RELIANCE_Operating Profit,RELIANCE_OPM %,RELIANCE_Other Income +,RELIANCE_Interest,RELIANCE_Depreciation,RELIANCE_Profit before tax,RELIANCE_Tax %,RELIANCE_Net Profit +,RELIANCE_EPS in Rs,RELIANCE_Raw PDF,HDFCBANK_Revenue +,HDFCBANK_Interest,HDFCBANK_Expenses +,HDFCBANK_Financing Profit,HDFCBANK_Financing Margin %,HDFCBANK_Other Income +,HDFCBANK_Depreciation,HDFCBANK_Profit before tax,HDFCBANK_Tax %,HDFCBANK_Net Profit +,HDFCBANK_EPS in Rs,HDFCBANK_Gross NPA %,HDFCBANK_Net NPA %,HDFCBANK_Raw PDF,INFY_Sales +,INFY_Expenses +,INFY_Operating Profit,INFY_OPM %,INFY_Other Income +,INFY_Interest,INFY_Depreciation,INFY_Profit before tax,INFY_Tax %,INFY_Net Profit +,INFY_EPS in Rs,INFY_Raw PDF,MM_Sales +,MM_Expenses +,MM_Operating Profit,MM_OPM %,MM_Other Income +,MM_Interest,MM_Depreciation,MM_Profit before tax,MM_Tax %,MM_Net Profit +,MM_EPS in Rs,MM_Raw PDF,BHARTIARTL_Sales +,BHARTIARTL_Expenses +,BHARTIARTL_Operating Profit,BHARTIARTL_OPM %,BHARTIARTL_Other Income +,BHARTIARTL_Interest,BHARTIARTL_Depreciation,BHARTIARTL_Profit before tax,BHARTIARTL_Tax %,BHARTIARTL_Net Profit +,BHARTIARTL_EPS in Rs,BHARTIARTL_Raw PDF,HUL_Sales +,HUL_Expenses +,HUL_Operating Profit,HUL_OPM %,HUL_Other Income +,HUL_Interest,HUL_Depreciation,HUL_Profit before tax,HUL_Tax %,HUL_Net Profit +,HUL_EPS in Rs,HUL_Raw PDF
2023-01-24,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-01-25,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-01-26,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-01-27,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-01-30,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-01-31,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-01,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-02,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-03,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-06,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-07,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-08,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-09,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-10,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-13,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-14,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-15,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-16,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-17,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-20,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-21,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-22,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-23,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-24,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-27,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-02-28,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-01,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-02,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-03,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-06,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-07,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-08,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-09,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-10,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-13,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-14,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-15,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-16,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-17,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
2023-03-20,216737.0,181728.0,35009.0,16.0,3377.0,5201.0,10183.0,23002.0,23.0,17806.0,11.67,,45002.0,20505.0,16682.0,7815.0,17.0,9121.0,0.0,16936.0,25.0,12735.0,11.39,,,,38318.0,28951.0,9367.0,24.0,769.0,80.0,1125.0,8931.0,26.0,6586.0,15.7,,30621.0,25368.0,5254.0,17.0,1184.0,1596.0,1110.0,3732.0,20.0,2994.0,21.53,,35804.0,17720.0,18085.0,51.0,-412.0,4686.0,9298.0,3689.0,29.0,2614.0,2.85,,15597.0,11903.0,3694.0,24.0,7.0,29.0,293.0,3379.0,27.0,2481.0,10.53,
