Date,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,ICICIBANK,INFY,ITC,JINDALSTEL,KOTAKBANK,NESTLEIND,TATASTEEL,TCS
2021-03-02,0.025151729877083362,0.00596565038692809,0.003341970540372552,0.01611905144105097,0.0035342785392395992,0.02959743033795159,0.014499577689034426,-0.020555911279421357,-0.0004063536304508286,0.017412995251368635,0.006982494925142024,0.028093110897208007
2021-03-03,0.012057805134252364,0.011892678176293359,0.04084010122760917,0.007139835854353294,0.03538080764687379,0.029934910519902713,0.00023849241720808045,0.03325453248218291,0.029734600690783042,0.007426476172301744,0.056627920161047784,0.017546297160211832
2021-03-04,-0.007511013440744563,-0.021930211407881206,-0.02754970339746321,0.0015502411385355241,-0.017956054553931455,-0.009824933605968922,-0.001190790969958444,-0.03719079681195181,-0.0009475047213903798,-0.0022427162171878567,-0.024705554866901736,-0.0030728377016586705
2021-03-05,-0.017223441430713415,-0.014207120558037967,-0.033195092839516493,0.001911886803636742,-0.01820385450213602,-0.010260446997262584,-0.005483983834808526,-0.042192638940041216,0.013068361745869561,0.00726803531350928,-0.03252198924872629,-0.013656887003459461
2021-03-08,0.021667584542729212,-0.006862639640198953,-0.0037000332648255974,-0.012062211637649423,-0.0022970538813624763,0.01446834081565651,-0.002637233398366745,0.005273741244594898,-0.0034588684133216585,0.004144197677052208,0.005386779584550139,-0.0003660759410459846
2021-03-09,0.011695625470500737,0.028298756594459906,-0.009952344076388564,0.011013826831431928,0.02804044334830169,0.00733643901742731,-0.0009616569951937937,-0.03456254933506009,0.032935630720407394,0.0034622419800001136,-0.04137005556080797,0.014632698757130358
2021-03-10,0.015773602519210117,-0.0043199980732190335,0.021305329321373412,0.013350039650534384,0.0007998518007770183,0.016796230986074523,-0.006255993373171731,0.023973132601442293,-0.0075796981717018985,0.0012213579833308952,0.025114956581711034,0.00655561109315328
2021-03-12,-0.009357739073322602,-0.0024426182289435383,-0.029822124207564138,-0.010368816533383396,-0.02038047480266314,0.00489716292325304,-0.00629547120861762,-0.008428410822086452,-0.014664445102577806,-0.0123439486589344,-0.0062800338909843045,-0.004233209327765386
2021-03-15,0.013377511557023825,-0.015013303037115011,0.010902275800514172,0.002766585742031813,-0.015256604924529404,-0.0009094441901120742,0.0012184503328485086,0.02660171024077962,-0.008526350662056537,0.006613887542447738,0.022848590099875832,0.002681286548910977
2021-03-16,0.015014976606880781,-0.010793682964712614,0.00029964336471355324,0.01501702287905693,-0.014167282388447,0.0075715008232526415,0.011681697757079945,-0.007819786265818807,-0.008052546636241775,-0.005412080536912778,-0.016770764748124112,0.014317750216887637
2021-03-17,-0.01965740302049379,-0.011110210530469566,-0.022461785133030543,-0.0079098065085218,-0.009160339998150135,0.002167554768981228,0.01323066886150559,-0.04574244681968387,-0.01831128303609697,-0.017094781035464024,-0.027138880465412463,0.0009326370643398807
2021-03-18,-0.04020459545897881,-0.002909035938095328,0.0165440952075544,-0.0049859804887134596,-0.018490376337559455,-0.03597682811418701,0.03347564896656885,0.0019433385547964477,-0.020312170161786436,-0.015465733845010599,0.0006388211519690046,-0.024558833159452065
2021-03-19,0.013400292256003699,0.004359645468171136,0.009945737181772163,0.04372092934067662,0.013913163735816303,0.005496956269822828,0.02435104082464057,0.011960360633636036,0.002048753193799824,0.015406245283172249,0.0399375153355932,0.004511994898624971
2021-03-22,0.019053348380475787,-0.018931628451730687,0.013876483640217652,0.017797841243274437,-0.022500689253232453,0.01959906819722823,0.01368020998633046,0.025235816506621545,-0.006269947326193681,0.008340162734652878,0.014324840916040138,0.026047143479541512
2021-03-23,0.002145455735425017,0.021100535715491864,-0.023693876103611622,-0.006756690437867197,0.022582622437031796,0.000547258502965775,-0.016814173201160187,-0.016513553570619233,-0.005486488147384838,0.005624255900491093,-0.003160883335655673,0.004138015979693543
2021-03-24,-0.005301310465800846,-0.014231803160414058,-0.04205616029936299,-0.008000529764194741,-0.03223066418964193,-0.012977996570434525,-0.028127681275869287,-0.027720542217586464,-0.016660664955756355,-0.013982427093863659,-0.05174377719523193,-0.00684137715524058
2021-03-25,-0.019064285653067725,-0.010447694075105263,-0.011801666088295137,-0.035172115219578526,0.007136571979041495,-0.014736932460062468,-0.020143631018317287,0.007657249059760396,-0.010967977364131687,-0.016901804252179242,0.028955583041268662,-0.018022637901774496
2021-03-26,0.0015672933317678606,0.01909997580698497,0.041878941442575535,0.03614098514817754,0.012247307638248328,0.0017992868349321345,-0.0033080321740115437,0.04834268671426267,0.004622922561788201,0.024839045444789765,0.060429947853523736,0.0006363041512094103
2021-03-30,0.03886095231982911,0.041842689917579445,-0.0025981126058869375,0.03488083221307092,0.022297169428011854,0.03674602158255014,0.01730659017349101,0.03778540479016379,0.005759329267279734,0.035798972459697875,0.043228859688659194,0.029917071348524393
2021-03-31,-0.013205635472099075,-0.03864961628512509,0.0016855792411221149,0.01365299522543606,-0.01580872852220483,-0.012452094335983266,0.018410841842689152,0.021251189845863605,-0.015859567882516967,1.165886813758732e-05,0.01481241459606264,0.006110355519587385
2021-04-01,0.0203023809954348,-0.00461964983675478,0.07159246992652268,-0.013325195387138389,0.021130421330265436,0.012536023405280039,0.0070937409082934,0.07945285705574423,0.0294067696239686,-0.004780080206060244,0.06306593865555188,-0.0040435286717976915
2021-04-05,0.03081959356385,-0.02498742424096634,0.0011420097059540169,-0.01079553615712292,-0.03894660848701048,0.01783144798441083,-0.03408326495645375,0.03221903758765343,-0.025131063696676392,-0.011859689887679159,0.005445765584297657,0.023349072187401232
2021-04-06,-0.0049344432838814845,-0.006449868623501165,-0.0005703084129419222,0.014790121915503773,-0.009365508583604187,0.0008156289976810616,0.0004705812733492021,0.015671841895530836,0.005172924225992803,0.011916059979709903,-0.0056467776651508705,0.007965664417597162
2021-04-07,0.008556696270931363,0.004825382883058227,0.004993587587829529,-0.0012664042508322426,0.020763360583280877,0.013571273162310993,0.005407815660530391,-0.00012853910334620355,0.01340260463178522,0.01921068969942885,0.013907469442443032,0.0020521978269705254
2021-04-08,0.0002895096238195727,-0.009950037420283775,0.03691085294216401,0.001933251764788979,-0.0016446947968651315,0.006747426751545493,-0.002572474837001737,0.06905857081962363,-0.00488286168220764,0.016085888705192897,0.04977977093746255,0.014046134727912385
2021-04-09,0.007614374835524851,-0.007712274183170886,-0.011363807573008478,0.027428509107253474,-0.018206908505541186,0.0008335260250322829,-0.0007033273107083238,-0.007939337377647182,0.008972524259790227,-0.005511728324643195,-0.020579289107351073,0.0014769631588025245
2021-04-12,-0.034436576526185814,-0.03847374102271517,-0.06882695945625794,-0.005654296601707021,-0.048834331431205635,-0.010617523397715267,-0.036602586681408034,-0.05662664266011852,-0.03154096211814372,-0.005155578127396643,-0.05330729113555388,-0.02278568671126968
2021-04-13,-0.025757943672166328,0.024358979193574326,0.037180325136555226,-0.003087142298723533,0.04094325340282734,-0.0200594947594388,0.01656099963155122,0.052570677797016296,0.019139233097593467,-0.01901827628317665,0.03223529600320707,-0.04389277877817077
2021-04-15,0.008643659877415777,0.02124477586912854,0.013908769254431297,0.0025465668130089103,0.02604335929571855,-0.026052972786706707,-0.009582922670971272,0.011845152988491758,-0.0014640469820338398,-0.017077465662554303,0.021843013254400967,0.037016306171293145
2021-04-16,0.021020263585580512,-0.001014011417271088,0.04652793336937844,-0.0007111153117012048,-0.01434274994572049,-0.0051441110271989166,0.006047382904381449,-0.0007241573173878413,-0.005160106124486141,0.02230734525468936,-0.008850999993783915,-0.007393745483359138
2021-04-19,-0.01792167223628094,-0.01137428317036937,-0.023243157131126457,-0.009048852358056858,-0.012699522946996389,0.006500159843354503,-0.011300810898451252,-0.0004831463194013841,-0.03591063645981918,-0.009398999151403409,-0.0024712034713121334,-0.010437839940372617
2021-04-20,-0.03348067005027677,-0.014868261621327039,-0.005672304642492687,-0.016087685759355597,-0.0011613273156112491,-0.008219706167486684,-0.009970890934895449,0.042895307012029704,-0.0017932975268440954,0.0003336992163545105,0.006700075565212238,-0.005455748026516272
2021-04-22,0.0006241145723995256,0.022351580027081708,-0.00973973546490936,-0.020041785140396118,0.03595090229693443,-0.0001850108574591447,0.011545093800013229,0.02328806596344246,0.022589300001922386,-0.017852579071735986,0.030648749526895447,-0.00818885946292447
2021-04-23,-0.006497655946265279,-0.0058700516201418695,-0.01784473366639472,-0.017728128245947605,-0.01597038734127265,-0.01280434042098122,-0.0026711758490634008,-0.010303395671671156,-0.0010656623280247413,-0.009811908243482437,0.00455823164734892,-0.002981604666630222
2021-04-26,-0.02809581628732516,-0.0066117360981433615,-0.0032904254924509546,0.02292268686589094,0.03710847300777709,0.007309947144194862,-0.0002434931512352856,0.013499528880349665,0.01467533618443384,0.01473009236303291,0.016367766717291232,-0.002798048225604477
