Date,Close,High,Low,Open,Volume,Ticker,Log_Return,Return
2020-01-01,675.32421875,683.1529137163456,673.490123328754,679.0819971118469,14004468,RELIANCE,,
2020-01-02,686.8212280273438,689.3487905881979,676.397899264457,676.397899264457,17710316,RELIANCE,0.016881137518995917,0.017024429093664528
2020-01-03,687.6488037109375,689.6618949086101,681.3187290426969,685.7922517653002,20984698,RELIANCE,0.0012042107350341844,0.0012049360879113902
2020-01-06,671.70068359375,683.5107670428088,670.13493269889,679.9767186772816,24519177,RELIANCE,-0.02346541790271265,-0.023192245854457227
2020-01-07,682.0345458984375,686.4633346701793,677.0688889990518,679.5293205694625,16683622,RELIANCE,0.015267480391388295,0.015384623772301431
2020-01-08,676.912353515625,686.440941615489,675.5032015883575,677.7399630034671,16047902,RELIANCE,-0.007538508888714109,-0.007510165597352625
2020-01-09,692.5025634765625,693.3972440896104,685.0094043047601,688.2974451452224,14982742,RELIANCE,0.02277013834393875,0.023031356836624273
2020-01-10,692.3460083007812,696.9537331994524,688.7671661721967,694.247234586273,12478359,RELIANCE,-0.00022609717717687476,-0.00022607161913634766
2020-01-13,690.5789794921875,697.2892636445985,688.2080160085029,691.182918802657,18282382,RELIANCE,-0.0025554961922474155,-0.0025522336915475563
2020-01-14,684.181884765625,693.3973351908096,680.8043754201078,688.9238120878065,15816535,RELIANCE,-0.009306550782541846,-0.009263378869809435
2020-01-15,681.6990356445312,688.8790573291237,679.1938699492092,687.0672990416617,15817859,RELIANCE,-0.0036355319393701103,-0.003628931394382473
2020-01-16,687.9842529296875,690.4223472080394,683.5554644082378,684.0028644434916,12847975,RELIANCE,0.009177685753296362,0.009219929846627561
2020-01-17,707.2651977539062,709.0322217924195,694.8287791271389,694.9629812164561,29463471,RELIANCE,0.027639748980355063,0.02802527055250681
2020-01-20,685.5015258789062,719.7911481994419,682.839761284159,719.7911481994419,32545850,RELIANCE,-0.03125497353259832,-0.030771586024755493
2020-01-21,686.1950073242188,691.5408742450458,680.8714775601642,683.8240435553602,18922720,RELIANCE,0.0010111296305120297,0.001011640994414087
2020-01-22,685.9488525390625,691.9433921150559,684.9423069375898,690.7131763493682,10322817,RELIANCE,-0.00035878860081246637,-0.00035872424387950463
2020-01-23,683.0411376953125,689.796156393504,680.2899048582964,687.3580618125278,11247739,RELIANCE,-0.004247977322029239,-0.0042389674288206836
2020-01-24,680.6701049804688,687.2909208972738,679.3280242942884,683.1081395891008,14628445,RELIANCE,-0.003477327208013654,-0.0034712883075300738
2020-01-27,673.9598388671875,681.9674704241261,673.2664314282462,677.6952802850295,13387750,RELIANCE,-0.00990723854871272,-0.009858323531740543
2020-01-28,658.391845703125,675.503119208189,654.7459328053808,674.876783086334,24532236,RELIANCE,-0.02337025861990214,-0.023099289106350396
2020-01-29,662.0155029296875,668.5244541677285,654.9472866809749,659.4208095162297,24746565,RELIANCE,0.005488709718984369,0.005503800282782523
2020-01-30,645.8660888671875,661.9484232186644,644.1885326054595,661.6352849574768,22402689,RELIANCE,-0.02469678446636094,-0.024394314016865537
2020-01-31,631.5059814453125,650.1158766250334,629.5152871221561,650.0040116804691,34750310,RELIANCE,-0.02248477596782432,-0.02223387737706095
2020-02-03,619.8077392578125,626.2720164126083,609.7646795449248,612.8290505582687,30712290,RELIANCE,-0.01869808157385994,-0.018524356904310757
2020-02-04,638.1044311523438,640.8332667548419,625.310139999637,626.2942886767648,25383901,RELIANCE,0.029092623164042777,0.029519947454093698
2020-02-05,647.9909057617188,649.9145288544571,639.849132797698,641.9068982608502,18472100,RELIANCE,0.015374706793865522,0.015493505650040929
2020-02-06,652.1513671875,656.267018049872,644.2332634474068,650.496207815146,15538577,RELIANCE,0.006400031309672908,0.006420555271359207
2020-02-07,641.3477172851562,649.7132196709504,638.954357128189,649.1092804124158,12209212,RELIANCE,-0.016704922739788523,-0.016566169214573767
2020-02-10,642.2200927734375,646.6488813487252,630.9691553464403,638.8201869242226,15142476,RELIANCE,0.0013592980686619254,0.001360222333017802
2020-02-11,649.8921508789062,655.9090270916164,646.4475111960692,647.4987907400189,13999816,RELIANCE,0.01187535882438715,0.01194615084734707
2020-02-12,657.7432861328125,659.7787743619559,650.8987994375913,651.4132707150139,13533565,RELIANCE,0.012008285146179774,0.01208067406767177
2020-02-13,659.4655151367188,661.0760000110254,654.2985851368666,661.0760000110254,13565659,RELIANCE,0.002614968839623079,0.00261839085280835
2020-02-14,665.4824829101562,671.6782959370149,650.0487633667867,660.8523610746443,21227841,RELIANCE,0.009082634406813792,0.009124006692283304
2020-02-17,661.2996826171875,673.7808361092095,659.5326584603905,666.1087404521531,13149130,RELIANCE,-0.00630520104822351,-0.006285364980122887
2020-02-18,656.4458618164062,660.248373884015,651.9723392868693,660.248373884015,11127161,RELIANCE,-0.007366889264922537,-0.0073398202484712405
2020-02-19,672.7295532226562,673.9150349477495,659.8905275306022,661.7917537765035,14084409,RELIANCE,0.024503170835853273,0.02480584059314883
2020-02-20,664.744384765625,674.6085086758875,663.7825731086709,669.6876451612479,16892268,RELIANCE,-0.011940813363344623,-0.011869804765940462
2020-02-24,646.4028930664062,660.7405401434429,643.9871953423907,657.4972328720769,21370214,RELIANCE,-0.027979600093837268,-0.027591796364982546
2020-02-25,633.6309814453125,649.2883120922913,630.7678836964259,649.2883120922913,27745062,RELIANCE,-0.01995624606862776,-0.01975843820949863
2020-02-26,622.715576171875,631.8192220896827,620.6354134458878,630.7679422854154,29362748,RELIANCE,-0.01737686129609336,-0.017226754361883367
2020-02-27,620.143310546875,623.520820005058,612.4264202255112,620.9261263497503,25054993,RELIANCE,-0.004139278119458617,-0.0041307231157006186
2020-02-28,594.3756103515625,607.0580958283585,592.7427884250544,606.1186214911856,39315769,RELIANCE,-0.04243913719362532,-0.04155120237060883
2020-03-02,588.7838134765625,612.426378055896,582.0511321802886,606.2081680239584,29500495,RELIANCE,-0.00945238384071059,-0.009407850486483738
2020-03-03,600.7281494140625,605.6714099989539,591.4008335900859,594.8454740172322,27398798,RELIANCE,0.02008342543907062,0.02028645432178733
2020-03-04,599.3189086914062,605.6265863851147,585.0930684252744,604.8213738082619,22105261,RELIANCE,-0.0023486435151581653,-0.002345887609946029
2020-03-05,586.5469970703125,607.4831207123542,584.2431048990697,604.9108243565992,30510390,RELIANCE,-0.02154106197156692,-0.02131071026772846
2020-03-06,568.5857543945312,576.2579099445863,555.2099199542964,568.1384140570675,33734039,RELIANCE,-0.031100651213324868,-0.030622000906140756
2020-03-09,498.41839599609375,555.165124055038,489.8515905882697,554.7401209193024,88187018,RELIANCE,-0.1317122681804338,-0.12340681745211235
2020-03-11,516.0441284179688,527.1832005807552,495.6671803789598,495.6671803789598,59578576,RELIANCE,0.03475240511817742,0.03536332640100448
2020-03-12,475.5363464355469,492.5357574215292,469.13920029845366,485.3781326945414,55970485,RELIANCE,-0.08174896460034221,-0.07849674039816357
2020-03-13,494.4593505859375,509.982477758339,421.5855519763993,446.45836059532905,73297403,RELIANCE,0.03902162720766563,0.03979297122550318
2020-03-16,454.3765563964844,483.00714524632815,449.58986531183916,474.4403385952524,38482258,RELIANCE,-0.08453867098341336,-0.08106388147368382
2020-03-17,450.93194580078125,474.19430109253625,448.7846523850041,468.4905324264047,45445979,RELIANCE,-0.007609841750861171,-0.007580960212871135
2020-03-18,433.2615051269531,463.41311163950786,429.9063628131876,458.6711544738802,44730415,RELIANCE,-0.039974948244927144,-0.039186491084476915
2020-03-19,410.5359802246094,432.59048846857144,399.1284718415243,411.60962701845824,61404010,RELIANCE,-0.05387790883599285,-0.05245221334788275
2020-03-20,455.38311767578125,462.9657459489258,416.0383975453142,420.28825049021884,63360475,RELIANCE,0.10367550671655308,0.10924045543251881
2020-03-23,395.4825134277344,424.98544483853334,391.72473514239124,409.86489349215907,40670949,RELIANCE,-0.14103250912953832,-0.13153892167494508
2020-03-24,422.03289794921875,433.93247910305325,400.7389011910396,416.0383584084689,45734887,RELIANCE,0.06497669582921659,0.06713415541781176
2020-03-25,484.1479187011719,515.1494727896879,430.9129207991729,431.1589580061235,73130298,RELIANCE,0.13730720895326262,0.14718051851831504
2020-03-26,476.9678649902344,499.6486775382283,466.2984990986507,490.20952746231364,45744488,RELIANCE,-0.01494135755067531,-0.014830289326038026
2020-03-27,476.699462890625,495.3540929516579,468.0208212280606,489.8516573515531,41657940,RELIANCE,-0.0005628841396768077,-0.0005627257501191751
2020-03-30,460.9750061035156,480.815118140311,456.30017996614265,465.51565999753865,30229866,RELIANCE,-0.033542410654376055,-0.032986101330509054
2020-03-31,498.2395324707031,505.41952430798887,468.8260681247117,480.4348787671312,44292810,RELIANCE,0.07773712545188999,0.08083849639088547
2020-04-01,483.3426818847656,503.09329603601816,467.5734864710347,502.04201634176945,41597459,RELIANCE,-0.030355061893557436,-0.029898973515943283
2020-04-03,482.0006103515625,507.49975757793965,472.53909292167856,507.49975757793965,41367807,RELIANCE,-0.002780508050661839,-0.002776646018451734
2020-04-07,539.5526123046875,543.086660841312,492.08842686836795,493.0278714782651,54373624,RELIANCE,0.11279492009464445,0.11940234248074422
2020-04-08,533.3118896484375,549.7968858510417,518.9295121126183,527.8765561904218,49880330,RELIANCE,-0.011633888591727972,-0.0115664765843555
2020-04-09,545.7484741210938,551.4969475185908,533.6923219689452,543.0867091790553,33032857,RELIANCE,0.023051787653681627,0.023319533492595745
2020-04-13,531.969970703125,543.534047096568,527.8766572382242,538.590786977077,23673784,RELIANCE,-0.025571157794196563,-0.02524698477656484
2020-04-15,514.3888549804688,552.9283228822885,511.3244846445434,535.5039122780124,35321842,RELIANCE,-0.033607535069683114,-0.033049075494653635
2020-04-16,522.53076171875,531.2094028193618,512.2192985890305,514.3889290016788,37455706,RELIANCE,0.01570434957675916,0.01582831093529502
2020-04-17,547.5601196289062,550.2442808995188,533.535612903734,543.9813374764348,33269335,RELIANCE,0.046788406994805576,0.04790025725533886
2020-04-20,556.417724609375,562.3227357287913,537.718363464547,548.454828761218,36030932,RELIANCE,0.01604705221421333,0.016176497635495668
2020-04-21,553.5323486328125,560.0860337092978,520.7190100428373,541.2972025264376,61371628,RELIANCE,-0.005199121195871042,-0.005185629157640759
2020-04-22,610.0106811523438,619.5393292310587,581.5590584712065,590.5061043699907,142683366,RELIANCE,0.09715627287789391,0.10203257796771759
2020-04-23,613.2764282226562,619.964375961398,605.4029986108286,611.6883400063555,65464502,RELIANCE,0.005339310458961875,0.005353589980003903
2020-04-24,633.8994140625,668.7705820869983,602.674159716329,603.993843697594,134986308,RELIANCE,0.033074511393430255,0.03362755340134549
2020-04-27,639.6030883789062,659.8458058753123,636.5834515375906,641.5043146604703,58482901,RELIANCE,0.008957520605804997,0.008997759249930182
2020-04-28,638.8873901367188,651.1000807620374,622.7826591494636,648.6620459031445,78453401,RELIANCE,-0.001119598978600493,-0.0011189724615018326
