Quarter,Debt_Equity
2014-03-31,0.013005371783997738
2015-03-31,0.010677924012912838
2016-03-31,0.026928343222272933
2017-03-31,0.041073546856465006
2018-03-31,0.0
2019-03-31,0.01258421253336723
2020-03-31,0.0
2021-03-31,0.0
2022-03-31,0.02125924869040582
2023-03-31,0.024232665394402036
2024-03-31,0.028974188761763442
2025-03-31,0.03335897332091818
2025-09-30,0.036435667953033914
