Quarter,Debt_Equity
2014-03-31,1.2700984001606532
2015-03-31,2.097066143751414
2016-03-31,1.5073536019170286
2017-03-31,1.5904650369865247
2018-03-31,1.60112173725462
2019-03-31,1.7561289780602887
2020-03-31,1.9214207012768163
2021-03-31,2.7612674503417978
2022-03-31,2.5494786188658836
2023-03-31,2.914018281912768
2024-03-31,2.6285616747339033
2025-03-31,1.8794602012808783
2025-09-30,1.7658494346157765
