Quarter,Debt_Equity
2014-03-31,0.0
2015-03-31,0.0
2016-03-31,0.0
2017-03-31,0.0
2018-03-31,0.0
2019-03-31,0.0
2020-03-31,0.0707868601986249
2021-03-31,0.06974368377624393
2022-03-31,0.07264764432647644
2023-03-31,0.11005609558794277
2024-03-31,0.09486358890553362
2025-03-31,0.08586069423281638
2025-09-30,0.08472853963031066
