Quarter,Debt_Equity
2014-03-31,0.698389929889726
2015-03-31,0.7700309841234971
2016-03-31,0.8408937794745116
2017-03-31,0.8246779594173881
2018-03-31,0.8171655775350418
2019-03-31,0.7948965674016822
2020-03-31,0.7906497820404929
2021-03-31,0.398419245556806
2022-03-31,0.40944726325715053
2023-03-31,0.6309284341334763
2024-03-31,0.4420005015873096
2025-03-31,0.4439195920303605
2025-09-30,0.42699366222870694
