Date,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,ICICIBANK,INFY,ITC,JINDALSTEL,KOTAKBANK,NESTLEIND,TATASTEEL,TCS
2020-01-02,0.002797472554472158,0.006374058889663692,0.027298201264870814,0.0007747235051154266,0.007172724178492684,-0.0029178062238499614,0.007350030056424872,0.04116581276732112,-0.0014935822551663813,-0.0033627717271219604,0.03655804854761269,-0.0045904395747372595
2020-01-03,0.02005043201268708,-0.014260587520460999,-0.016806775464840884,-0.0054694709380510576,-0.0032370041520736192,0.015380519079104316,-0.0056285625679753926,-0.009523767841824737,-0.008644531676464728,-0.009216305021412796,-0.002372073830481547,0.019928853405841496
2020-01-06,-0.005212974745866017,-0.021641662898743586,-0.03303300260609687,-0.006225857377396782,-0.024403744633487934,-0.009584413566317118,-0.014255820599630042,-0.027389301194841065,-0.0027456846361033627,-0.0121253065898137,-0.021604123739244918,-9.052665897346657e-05
2020-01-07,0.003865872859480479,0.015834695211975447,-0.002150101487645162,0.0027407667150660675,-0.005326180621499144,-0.014820358777719589,0.0010634155549389401,0.002696297724822161,0.011073801389788418,-0.008732964508299412,0.006022180397789345,0.0024539778469909734
2020-01-08,0.002567388667899184,-0.0026176410028661,-0.006942830103641384,0.004503764425444645,0.005832670776690252,-0.013326017111605637,-0.004886319294190589,0.04391984140714822,-0.009576022875636858,0.007032674947409445,-0.0017853741212418006,0.022394980821455635
2020-01-09,-0.009304319207714351,0.011214341696083485,0.0161523856754191,0.0029542489462890398,0.03869186243927891,0.01301870667646865,0.006831673211960876,0.009730913982947342,0.006163643779389272,0.017524436158298462,0.016622829324584698,-0.018135389025313864
2020-01-10,8.617742858607613e-05,0.008887874316050315,0.00355869685623178,0.009793055649218951,-0.01107430291347189,0.014569513018201086,0.009329956831688913,0.0014172619807368836,0.01180140416482578,0.002895368195853454,0.0063126913879480995,-0.00036121088184115635
2020-01-13,0.010597076924930393,0.002572741797639777,-0.001418415948654772,0.02090577881343947,-0.003054309305936642,0.047957481299529814,0.005252201916478461,0.007925382115229862,0.003798937963594984,-0.001879193174352034,0.0196420847558767,-0.010481014523157195
2020-01-14,0.01329910063356321,0.002721675553184255,0.003551114398887334,0.006992953954718217,-0.0018566185710363614,0.002714729861238885,0.016718725396316803,-0.022746507627188883,-0.008456072494238298,0.014350211348338693,0.005748951478658837,0.007555840359697363
2020-01-15,0.002440017202888667,-0.004071532156588731,0.008020875134889582,0.006396856762270309,-0.003720261414892012,-0.010442607737040865,-0.003494146174609747,0.035344858942948365,-0.0007155939443445059,-0.000564963661266682,0.007019540451641548,0.009062170381036294
2020-01-16,-0.004196296910060404,0.0026476111187825335,-0.01872224045037274,0.013652229025695517,0.002894077903397685,-0.0007166554180269014,-0.006806984824423323,-0.006383559354019797,0.015487046530729298,0.033290256616167024,-0.01533545058892416,0.005343760306951273
2020-01-17,0.009354898570019143,-0.0073778814688704175,0.0019080360145871111,0.005392260074124078,-0.009494712986943599,0.0011081674609028092,-0.003322946713358421,-0.011452466032964015,-0.0020275761522969837,0.005506437419206867,0.0017192892893187484,-0.00879897115434669
2020-01-20,-0.01594837860361431,-0.01819036872292723,-0.013092189234236717,0.001237779484713153,0.005262672847134553,0.0007815005643398987,0.008126583467823023,0.013280467519470207,-0.04722925215718765,-0.0014378943189976567,-0.009288219830840938,-0.021968553423755588
2020-01-21,-0.008824582301578121,-0.008406919597604978,-0.010371561304475918,-0.0036116317449274016,-0.00710475801453303,-0.007742996875422015,-0.014262034249150735,0.03625212751937523,0.004450155446224402,-0.008853716483496754,-0.029552758355350095,0.00032247529317253054
2020-01-22,0.011299972816302573,-0.0028127734590516207,-0.007555385268718462,-0.0018000382774314705,-0.015441168519319315,0.010098508997122835,-0.0016775433265040496,-0.03579108977263823,-0.024367651881312624,0.01753505665011046,-0.002310202412188489,0.016512910038085638
2020-01-23,0.01405233587642063,0.0032236953552842174,0.004911638894279147,0.0025342635860625684,0.009276259491218797,0.018371662311499115,-0.0006300368067185813,0.004744514608463035,0.01283507597581024,9.744869242434007e-06,0.010946166602406882,-0.0049730239695489065
