Date,USDINR
2021-12-13,75.709999
2021-12-14,75.826897
2021-12-15,76.047203
2021-12-16,76.211403
2021-12-17,76.167503
2021-12-20,76.005997
2021-12-21,75.758698
2021-12-22,75.686401
2021-12-23,75.458504
2021-12-24,75.067398
2021-12-27,75.315002
2021-12-28,74.980301
2021-12-29,74.745003
2021-12-30,74.570297
2021-12-31,74.431198
2022-01-03,74.513802
2022-01-04,74.403297
2022-01-05,74.534897
2022-01-06,74.430099
2022-01-07,74.419296
2022-01-10,74.269997
2022-01-11,74.056999
2022-01-12,73.815300
2022-01-13,73.799103
2022-01-14,73.972298
2022-01-17,74.378998
2022-01-18,74.255096
2022-01-19,74.619698
2022-01-20,74.449203
2022-01-21,74.452202
2022-01-24,74.413200
2022-01-25,74.644798
2022-01-26,74.779999
2022-01-27,74.894997
2022-01-28,75.209297
2022-01-31,75.039001
2022-02-01,74.555801
2022-02-02,74.745499
2022-02-03,74.822403
2022-02-04,74.643898
2022-02-07,74.642197
2022-02-08,74.658302
2022-02-09,74.695198
2022-02-10,74.808899
2022-02-11,75.538399
2022-02-14,75.341003
2022-02-15,75.685402
2022-02-16,75.174797
2022-02-17,75.042000
2022-02-18,75.063004
2022-02-21,74.682404
2022-02-22,74.516998
2022-02-23,74.623001
2022-02-24,74.633003
2022-02-25,75.408302
2022-02-28,75.068001
2022-03-01,75.284798
2022-03-02,75.801201
2022-03-03,75.630997
2022-03-04,75.891701
2022-03-07,76.417999
2022-03-08,77.080803
2022-03-09,76.914497
2022-03-10,76.134903
2022-03-11,76.310303
2022-03-14,76.753700
2022-03-15,76.490097
2022-03-16,76.265900
2022-03-17,76.024200
2022-03-18,75.981598
2022-03-21,75.946404
2022-03-22,76.307098
2022-03-23,76.101898
2022-03-24,76.552399
2022-03-25,76.323502
2022-03-28,76.278503
2022-03-29,76.034103
2022-03-30,75.666702
2022-03-31,75.827797
2022-04-01,75.909203
2022-04-04,75.994797
2022-04-05,75.477997
2022-04-06,75.450699
2022-04-07,75.945099
2022-04-08,75.913200
2022-04-11,75.917297
2022-04-12,75.836998
2022-04-13,76.149803
2022-04-14,76.121696
2022-04-15,76.308800
2022-04-18,76.331398
2022-04-19,76.280197
2022-04-20,76.445396
2022-04-21,76.276199
2022-04-22,76.285202
2022-04-25,76.463501
2022-04-26,76.527802
2022-04-27,76.794098
2022-04-28,76.472198
2022-04-29,76.588997
2022-05-02,76.523102
2022-05-03,76.524101
2022-05-04,76.467300
2022-05-05,76.001602
2022-05-06,76.541801
2022-05-09,76.957497
2022-05-10,77.365501
2022-05-11,77.271400
2022-05-12,77.418404
2022-05-13,77.443802
2022-05-16,77.486298
2022-05-17,77.805397
2022-05-18,77.372398
2022-05-19,77.820000
2022-05-20,77.421097
2022-05-23,77.818398
2022-05-24,77.526802
2022-05-25,77.478798
2022-05-26,77.497299
2022-05-27,77.630203
2022-05-30,77.692001
2022-05-31,77.520897
2022-06-01,77.598999
2022-06-02,77.584099
2022-06-03,77.360497
2022-06-06,77.694199
2022-06-07,77.820999
2022-06-08,77.670601
2022-06-09,77.724297
2022-06-10,77.818703
2022-06-13,78.177597
2022-06-14,78.160599
2022-06-15,77.985497
2022-06-16,77.900200
2022-06-17,77.977699
2022-06-20,77.961403
2022-06-21,77.933998
2022-06-22,78.134903
2022-06-23,78.193100
2022-06-24,78.142403
2022-06-27,78.252296
2022-06-28,78.441101
2022-06-29,79.073196
2022-06-30,78.898300
2022-07-01,78.962997
2022-07-04,78.950699
2022-07-05,78.939499
2022-07-06,79.368401
2022-07-07,79.043900
2022-07-08,79.221603
2022-07-11,79.331398
2022-07-12,79.477798
2022-07-13,79.476402
2022-07-14,79.807503
2022-07-15,79.878304
2022-07-18,79.720497
2022-07-19,80.030296
2022-07-20,79.855904
2022-07-21,80.003403
2022-07-22,79.775902
2022-07-25,79.876801
2022-07-26,79.722504
2022-07-27,79.841202
2022-07-28,79.847397
2022-07-29,79.571503
2022-08-01,79.194801
2022-08-02,78.955704
2022-08-03,78.604500
2022-08-04,79.118301
2022-08-05,79.154900
2022-08-08,79.410599
2022-08-09,79.601898
2022-08-10,79.578400
2022-08-11,79.097801
2022-08-12,79.613998
2022-08-15,79.627602
2022-08-16,79.552902
2022-08-17,79.146004
2022-08-18,79.359703
2022-08-19,79.766701
2022-08-22,79.917900
2022-08-23,79.883797
2022-08-24,79.854500
2022-08-25,79.796799
2022-08-26,79.882896
2022-08-29,79.959099
2022-08-30,79.967903
2022-08-31,79.682297
2022-09-01,79.548798
2022-09-02,79.716797
2022-09-05,79.724503
2022-09-06,79.782997
2022-09-07,79.895103
2022-09-08,79.649803
2022-09-09,79.706299
2022-09-12,79.655800
2022-09-13,79.355301
2022-09-14,79.602402
2022-09-15,79.453697
2022-09-16,79.849098
2022-09-19,79.689499
2022-09-20,79.707497
2022-09-21,79.762703
2022-09-22,80.050697
2022-09-23,81.062202
2022-09-26,81.254799
2022-09-27,81.615799
2022-09-28,81.724602
2022-09-29,81.428703
2022-09-30,81.480598
2022-10-03,81.521301
2022-10-04,81.495003
2022-10-05,81.465500
2022-10-06,81.648804
2022-10-07,82.348999
2022-10-10,82.832298
2022-10-11,82.420700
2022-10-12,82.273903
2022-10-13,82.199997
2022-10-14,82.192101
2022-10-17,82.412804
2022-10-18,82.194702
2022-10-19,82.286400
2022-10-20,82.997002
2022-10-21,82.825699
2022-10-24,82.541298
2022-10-25,82.761497
2022-10-26,82.445297
2022-10-27,82.049599
2022-10-28,82.442497
2022-10-31,82.239197
2022-11-01,82.728996
2022-11-02,82.684502
2022-11-03,82.888397
2022-11-04,82.681801
2022-11-07,81.974998
2022-11-08,81.825996
2022-11-09,81.405197
2022-11-10,81.343803
2022-11-11,80.482903
2022-11-14,80.497002
2022-11-15,80.991997
2022-11-16,81.071404
2022-11-17,81.495300
2022-11-18,81.524902
2022-11-21,81.519897
2022-11-22,81.727699
2022-11-23,81.714996
2022-11-24,81.632896
2022-11-25,81.655403
2022-11-28,81.669701
2022-11-29,81.650299
2022-11-30,81.630898
2022-12-01,81.305298
2022-12-02,81.162201
2022-12-05,81.422501
2022-12-06,81.899002
2022-12-07,82.372200
2022-12-08,82.253502
2022-12-09,82.279198
2022-12-12,82.413002
2022-12-13,82.644699
2022-12-14,82.402496
2022-12-15,82.508003
2022-12-16,82.857903
2022-12-19,82.725998
2022-12-20,82.581902
2022-12-21,82.636902
2022-12-22,82.878601
2022-12-23,82.874901
2022-12-26,82.604103
2022-12-27,82.902901
2022-12-28,82.776100
2022-12-29,82.851997
2022-12-30,82.835098
2023-01-02,82.749802
2023-01-03,82.706001
2023-01-04,82.785698
2023-01-05,82.666496
2023-01-06,82.645203
2023-01-09,82.273399
2023-01-10,82.180099
2023-01-11,81.637398
2023-01-12,81.631798
2023-01-13,81.115601
2023-01-16,81.278000
2023-01-17,81.652603
2023-01-18,81.525497
2023-01-19,81.435997
2023-01-20,81.239799
2023-01-23,80.975998
2023-01-24,81.487999
2023-01-25,81.601898
2023-01-26,81.502701
2023-01-27,81.445099
2023-01-30,81.508003
2023-01-31,81.579903
2023-02-01,81.768402
2023-02-02,81.710297
2023-02-03,82.045898
2023-02-06,82.225998
2023-02-07,82.754997
2023-02-08,82.741898
2023-02-09,82.659500
2023-02-10,82.533203
2023-02-13,82.513000
2023-02-14,82.597397
2023-02-15,82.867599
2023-02-16,82.737701
2023-02-17,82.695297
2023-02-20,82.758003
2023-02-21,82.697502
2023-02-22,82.861198
2023-02-23,82.835297
2023-02-24,82.617897
2023-02-27,82.917999
2023-02-28,82.652000
2023-03-01,82.635399
2023-03-02,82.419899
2023-03-03,82.355698
2023-03-06,81.712502
2023-03-07,81.854401
2023-03-08,82.074600
2023-03-09,81.964500
2023-03-10,82.018402
2023-03-13,81.958000
2023-03-14,82.417397
2023-03-15,82.304901
2023-03-16,82.715698
2023-03-17,82.622803
2023-03-20,82.532997
2023-03-21,82.529099
2023-03-22,82.677002
2023-03-23,82.525803
2023-03-24,82.265297
2023-03-27,82.338799
2023-03-28,82.214897
2023-03-29,82.164299
2023-03-30,82.255402
2023-03-31,82.100502
2023-04-03,82.184799
2023-04-04,82.140900
2023-04-05,82.114799
2023-04-06,81.949997
2023-04-07,81.831299
2023-04-10,81.884804
2023-04-11,81.983902
2023-04-12,82.070099
2023-04-13,81.960602
2023-04-14,81.680702
2023-04-17,81.844803
2023-04-18,82.003700
2023-04-19,82.107903
2023-04-20,82.340103
2023-04-21,82.140900
2023-04-24,82.054802
2023-04-25,81.852303
2023-04-26,81.991600
2023-04-27,81.766899
2023-04-28,81.765099
2023-05-01,81.744797
2023-05-02,81.774696
2023-05-03,81.778702
2023-05-04,81.779999
2023-05-05,81.716103
2023-05-08,81.729797
2023-05-09,81.787102
2023-05-10,82.105003
2023-05-11,81.919899
2023-05-12,82.100304
2023-05-15,82.200302
2023-05-16,82.266701
2023-05-17,82.295998
2023-05-18,82.450302
2023-05-19,82.725098
2023-05-22,82.904800
2023-05-23,82.824997
2023-05-24,82.890602
2023-05-25,82.713699
2023-05-26,82.742104
2023-05-29,82.574799
2023-05-30,82.579697
2023-05-31,82.683899
2023-06-01,82.666801
2023-06-02,82.276703
2023-06-05,82.409798
2023-06-06,82.511200
2023-06-07,82.517197
2023-06-08,82.618103
2023-06-09,82.488297
2023-06-12,82.444801
2023-06-13,82.337196
2023-06-14,82.290398
2023-06-15,82.044998
2023-06-16,81.912697
2023-06-19,81.914803
2023-06-20,81.981400
2023-06-21,81.991798
2023-06-22,81.941498
2023-06-23,81.919296
2023-06-26,81.984802
2023-06-27,82.006500
2023-06-28,81.998398
2023-06-29,82.026497
2023-06-30,82.075401
2023-07-03,82.096298
2023-07-04,81.950104
2023-07-05,82.007103
2023-07-06,82.394096
2023-07-07,82.768402
2023-07-10,82.615303
2023-07-11,82.525299
2023-07-12,82.399902
2023-07-13,82.001801
2023-07-14,82.030800
2023-07-17,82.076797
2023-07-18,82.061600
2023-07-19,82.075401
2023-07-20,82.061699
2023-07-21,82.082397
2023-07-24,81.990303
2023-07-25,81.814201
2023-07-26,81.950104
2023-07-27,81.975502
2023-07-28,82.374901
2023-07-31,82.252800
2023-08-01,82.233299
2023-08-02,82.307297
2023-08-03,82.733299
2023-08-04,82.784302
2023-08-07,82.695297
2023-08-08,82.748299
2023-08-09,82.845001
2023-08-10,82.866302
2023-08-11,82.799896
2023-08-14,82.897301
2023-08-15,83.233398
2023-08-16,83.194199
2023-08-17,83.237000
2023-08-18,83.098297
2023-08-21,83.167297
2023-08-22,83.113503
2023-08-23,83.073303
2023-08-24,82.544701
2023-08-25,82.641403
2023-08-28,82.664299
2023-08-29,82.691498
2023-08-30,82.494698
2023-08-31,82.700401
2023-09-01,82.682404
2023-09-04,82.696999
2023-09-05,82.734596
2023-09-06,83.086098
2023-09-07,83.257401
2023-09-08,83.241501
2023-09-11,83.031303
2023-09-12,82.943298
2023-09-13,82.843002
2023-09-14,82.936798
2023-09-15,83.028297
2023-09-18,83.085800
2023-09-19,83.254898
2023-09-20,83.195000
2023-09-21,83.086998
2023-09-22,82.891296
2023-09-25,82.974800
2023-09-26,83.028297
2023-09-27,83.298698
2023-09-28,83.222702
2023-09-29,83.193001
2023-10-02,83.034798
2023-10-03,83.359398
2023-10-04,83.229797
2023-10-05,83.449799
2023-10-06,83.224899
2023-10-09,83.124603
2023-10-10,83.270302
2023-10-11,83.250298
2023-10-12,83.218002
2023-10-13,83.262398
2023-10-16,83.282303
2023-10-17,83.199501
2023-10-18,83.264297
2023-10-19,83.268600
2023-10-20,83.122299
2023-10-23,83.159798
2023-10-24,83.029404
2023-10-25,82.987801
2023-10-26,83.170998
2023-10-27,83.282501
2023-10-30,83.413399
2023-10-31,83.296501
2023-11-01,83.277199
2023-11-02,85.194000
2023-11-03,83.247299
2023-11-06,83.158501
2023-11-07,83.222801
2023-11-08,83.232697
2023-11-09,83.217697
2023-11-10,83.319397
2023-11-13,83.298897
2023-11-14,83.197601
2023-11-15,82.981598
2023-11-16,83.186203
2023-11-17,83.120300
2023-11-20,83.291496
2023-11-21,83.322197
2023-11-22,83.345703
2023-11-23,83.548302
2023-11-24,83.344002
2023-11-27,83.314499
2023-11-28,83.364502
2023-11-29,83.418098
2023-11-30,83.330299
2023-12-01,83.352699
2023-12-04,83.218597
2023-12-05,83.417099
2023-12-06,83.315903
2023-12-07,83.289597
2023-12-08,83.354897
2023-12-11,83.430099
2023-12-12,83.343498
2023-12-13,83.396004
2023-12-14,83.285301
2023-12-15,83.296600
2023-12-18,83.041702
2023-12-19,83.111198
2023-12-20,83.091599
2023-12-21,83.267197
2023-12-22,83.131599
2023-12-25,83.165001
2023-12-26,83.172302
2023-12-27,83.182800
2023-12-28,83.267197
2023-12-29,82.302002
2024-01-01,83.248596
2024-01-02,83.202599
2024-01-03,83.257004
2024-01-04,83.318100
2024-01-05,83.240601
2024-01-08,83.191101
2024-01-09,83.050697
2024-01-10,83.131104
2024-01-11,83.025597
2024-01-12,83.076103
2024-01-15,82.872101
2024-01-16,82.859398
2024-01-17,83.088997
2024-01-18,83.177597
2024-01-19,83.160599
2024-01-22,83.124702
2024-01-23,83.095100
2024-01-24,83.221397
2024-01-25,83.097603
2024-01-26,83.146103
2024-01-29,83.121300
2024-01-30,83.153099
2024-01-31,83.109703
2024-02-01,83.053596
2024-02-02,82.927597
2024-02-05,82.999298
2024-02-06,83.103699
2024-02-07,83.070602
2024-02-08,83.012604
2024-02-09,82.985298
2024-02-12,83.014503
2024-02-13,82.990196
2024-02-14,83.074600
2024-02-15,83.043098
2024-02-16,83.009598
2024-02-19,83.015999
2024-02-20,83.021004
2024-02-21,82.829102
2024-02-22,82.938400
2024-02-23,82.872299
2024-02-26,82.881798
2024-02-27,82.851997
2024-02-28,82.948196
2024-02-29,82.911903
2024-03-01,82.910400
2024-03-04,82.846100
2024-03-05,82.910500
2024-03-06,82.884804
2024-03-07,82.819099
2024-03-08,82.752296
2024-03-11,82.752098
2024-03-12,82.778297
2024-03-13,82.835098
2024-03-14,82.831100
2024-03-15,82.965599
2024-03-18,82.888901
2024-03-19,82.863602
2024-03-20,83.042397
2024-03-21,83.054604
2024-03-22,83.226601
2024-03-25,83.593597
2024-03-26,83.417397
2024-03-27,83.345497
2024-03-28,83.364998
2024-03-29,83.392998
2024-04-01,83.364799
2024-04-02,83.409698
2024-04-03,83.350304
2024-04-04,83.373299
2024-04-05,83.477798
2024-04-08,83.296799
2024-04-09,83.269600
2024-04-10,83.224297
2024-04-11,83.412697
2024-04-12,83.349297
2024-04-15,83.611099
2024-04-16,83.505997
2024-04-17,83.667503
2024-04-18,83.595802
2024-04-19,83.544998
2024-04-22,83.385300
2024-04-23,83.386200
2024-04-24,83.283302
2024-04-25,83.340599
2024-04-26,83.301804
2024-04-29,83.402298
2024-04-30,83.451103
2024-05-01,83.498398
2024-05-02,83.406403
2024-05-03,83.406303
2024-05-06,83.379997
2024-05-07,83.472801
2024-05-08,83.469902
2024-05-09,83.464302
2024-05-10,83.459396
2024-05-13,83.524803
2024-05-14,83.505501
2024-05-15,83.524200
2024-05-16,83.405098
2024-05-17,83.470100
2024-05-20,83.300400
2024-05-21,83.315002
2024-05-22,83.316803
2024-05-23,83.267097
2024-05-24,83.286400
2024-05-27,83.052200
2024-05-28,83.145699
2024-05-29,83.206497
2024-05-30,83.365601
2024-05-31,83.320900
2024-06-03,83.450798
2024-06-04,83.093399
2024-06-05,83.629402
2024-06-06,83.380798
2024-06-07,83.473099
2024-06-10,83.527603
2024-06-11,83.529800
2024-06-12,83.596802
2024-06-13,83.534302
2024-06-14,83.522102
2024-06-17,83.551804
2024-06-18,83.510101
