Date,portfolio_return,w_RELIANCE,ret_RELIANCE,w_HDFCBANK,ret_HDFCBANK,w_INFY,ret_INFY,w_MM,ret_MM,w_BHARTIARTL,ret_BHARTIARTL,w_HUL,ret_HUL,cum_return
2025-10-01,0.010646354561714788,0.0,0.0034397891389933,0.06639500579640717,0.0148730725989553,0.0,0.0027704750883029,0.8274646622909835,0.0105654944467992,0.0,-0.0057661926066861,0.10614033191260927,0.0086327554231998,0.01064635456171481
2025-10-03,0.0016628937970993086,0.0,-0.0038797507069664,0.0,-0.0001035801748471,0.0,0.0005531066022995,0.46008655838334467,-0.0004042805852534,0.0,0.0154613372221943,0.5399134416166554,0.0034244338400867,0.012326952115776502
2025-10-06,0.0022152739421777675,0.0,0.0084721332652372,0.15236050813569593,0.008562919995388,0.0,0.0201198070964387,0.4737177012836539,0.0028843400440861,0.0,0.0033686144478553,0.37392179058065017,-0.001218810581063,0.014569533633762788
2025-10-07,0.002783715428845283,0.0,0.0071020290213827,0.22406837284080078,0.0092538687785297,0.0,-0.0119272653074589,0.5259445984790813,0.0059729239950895,0.0,0.0135176112113231,0.24998702868011788,-0.0097253486151737,0.017393806498175346
2025-10-08,-0.0131032603111708,0.0,-0.0126446157879933,0.1861914521584965,-0.0038751708389428,0.0,0.0247177344014409,0.5534900449654115,-0.0191643887494519,0.0,0.0074887373865487,0.260318502876092,-0.0068164122604901,0.00406263061265677
2025-10-09,0.0034716829254704783,0.02305419868490456,0.0075769152642301,0.22794376386800114,-0.0016361969404239,0.0,0.0095198196789943,0.7064471170533407,0.0047747790883242,0.0,-0.0007721014410075,0.04255492039375367,0.0069753433990708,0.0075484177034577105
2025-10-10,0.003966581664841611,0.0,0.0028265301251662,0.0,0.0038815664956709,0.0,0.0037034224255821,0.5122593728937029,0.003479373842623,0.0,-0.0010819319289929,0.48774062710629706,0.0044782814487192,0.011544940783560387
2025-10-13,0.0013883810201203,0.0,-0.0048608586227859,0.0,-0.0039838904169379,0.0,-0.014428041838735,1.0,0.0013883810201203,0.0,0.0077026157824468,0.0,-0.0143778202649555,0.012949350580343078
2025-10-14,0.0012246065946005947,0.0,0.0006543490771665,0.27672414513569915,0.0001535444182717,0.0,-0.0022123824698756,0.41566324880978184,2.8932048921845924e-05,0.0,-0.0042548052542308,0.3076126060545191,0.0038037815558737,0.014189815035060116
2025-10-15,0.009253825869080145,0.0,-0.0011635340875813,0.152623909628304,0.0011250646294673,0.0,-0.0104578378097807,0.8403679401815536,0.0107518363188058,0.0,0.0111875829332991,0.00700815019014249,0.0066516220511152,0.023574950981589238
2025-10-16,0.01717461690110868,0.48839993598619563,0.017312701876182,0.29510447710273163,0.0163239717122023,0.0,-0.001968872700525,0.21649558691107265,0.018022618069655,0.0,-0.0005589448958317,0.0,0.0167310052137067,0.04115445863426914
2025-10-17,0.02123342966896517,0.0,0.0131435939658523,0.0,0.0082127882700061,0.0,-0.0208755927329084,0.6409412062925721,0.0239744840970645,0.0,0.0224163657316694,0.359058793707428,0.0163404852196193,0.06326173860620932
2025-10-20,-0.009648249181696426,0.0,0.0346823485537561,0.029734139659528286,0.0003989273691025,0.0,0.0136459797227501,0.6381190834044185,-0.0132758951888817,0.0,0.019441980662611,0.3321467769360532,-0.0035782640598371,0.053003124406772795
2025-10-21,0.006115069720790912,0.0,-0.0010914719066174,0.0,0.0047248489582789,0.0,0.0078410777313532,0.9990872134629968,0.0061216077948116,0.0,-0.0039072088779088,0.0009127865370031794,-0.0010411556286633,0.05944231192873106
2025-10-23,0.000662584627873,0.0,-0.01153220283206,0.0,0.0010909751500512,0.0,0.0373930744686636,1.0,0.000662584627873,0.0,-0.0175746120706226,0.0,0.0038125979455215,0.06014428211873324
2025-10-24,-0.026198644531220512,0.0,0.0022068637728192,0.3683441727721251,-0.0140253232431252,0.0,-0.0020301679831734,0.0,0.0003862545435792,0.0,0.0106015181107742,0.6316558272278749,-0.0332974026942401,0.03236993891969853
2025-10-27,-0.0008324454864932756,0.0,0.022142131931167,0.19955963897141382,0.0082094991347948,0.0,0.00139677136606,0.5370123281055401,-0.0037033738158429,0.0,0.0247250863661608,0.2634280329230461,-0.0018296183968354,0.03151054722365343
2025-10-28,-0.006455710602282472,0.0,0.0018849206712592,0.0,0.0005980319998193,0.0,-0.0028622170823081,0.18492032433801142,-0.0090395150465241,0.0,0.004843715389255,0.8150796756619886,-0.0058695127493338,0.024851413647575482
2025-10-29,-0.008444453913498257,0.0,0.0115677308084947,0.0,0.004275623368711,0.0,0.0067761325674158,0.5448128757178023,-0.0124829831403838,0.0,0.004963332878468,0.45518712428219765,-0.0036107435460542,0.01619710311684508
2025-10-30,-0.0074631756726779,0.0,-0.010492261475279,0.0,-0.0096710137323888,0.0,-0.0110512909450514,0.0,-0.0092655998514972,0.0,-0.0164634727781039,1.0,-0.0074631756726779,0.00861304561821763
2025-10-31,-0.002046867850620345,0.19432552669859665,-0.0014117959712957,0.0,-0.0109296578246255,0.0,-0.007728273149558,0.16671378544655885,-0.0042637085124447,0.0,-0.0057270825767989,0.6389606878548445,-0.0016616059312215,0.006548548001425347
2025-11-03,0.009671953468461754,0.044263327568286534,-0.0011444067461219,0.0,0.0054042269845729,0.0,0.0021564474420643,0.5996925116722396,0.0175385608588528,0.0,0.0094466004660081,0.3560441607594738,-0.0022332479536501,0.01628383872144279
2025-11-04,-0.005855478332291789,0.0,-0.0078436914907761,0.015430994724148286,-0.007482743162809,0.0,-0.0119185913075092,0.0,0.0090602573444947,0.0,0.0187716200837888,0.9845690052758517,-0.0058299744672707,0.01033301072435111
2025-11-06,0.006062259766202599,0.14748875004516362,0.0154926986540795,0.0,-0.0006091432022475,0.0,-0.0008178786335909,0.4998127711325831,0.0103616491807524,0.0,-0.0087449569693502,0.3526984788222532,-0.0039739995146275,0.016457911885731535
2025-11-07,0.013333050014059164,0.0,-0.0121718833935696,0.0,-0.0023895246190306,0.0,0.0068626718504898,0.6986049846835135,0.0196210685697623,0.0,-0.0457587966892844,0.30139501531648644,-0.0012419790460062,0.030010396062090106
