Date,HCLTECH.NS,HDFCBANK.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,JINDALSTEL.NS,KOTAKBANK.NS,NESTLEIND.NS,TATASTEEL.NS,TCS.NS
2021-04-30,-0.06905412000039202,-0.05446389412321695,0.1148845309159161,-0.03197611986188931,0.031609824993828806,-0.010014385035670648,-0.07276884428226327,0.28492426083449174,-0.0023959271598285037,-0.04469664580530852,0.27363436239242866,-0.04474728081308921
2021-05-31,0.05144875552214856,0.07332005463932845,0.08191541188927931,-0.005820741990642753,0.1036636679934475,0.04019634262611427,0.0691015826605863,-0.07768966208807948,0.033680315885373346,0.08500073815846187,0.08863640629624281,0.045773632827813326
2021-06-30,0.040520663604931784,-0.007564778345770962,-0.05630945701689549,0.06373003607557459,-0.048057250464497825,0.13420658242061756,-0.03711563207140611,-0.023944029360689956,-0.05634237851993651,-0.003534595120971318,0.05957151483802292,0.05906660869458724
2021-07-31,0.048434101291803255,-0.047700049225119834,0.19553828506385962,-0.05584092931661322,0.08495527280030912,0.018787926018468015,0.011100195202017327,0.08630012673892251,-0.02992648488073424,0.003949860217901113,0.22947009678977115,-0.051225478210416564
2021-08-31,0.15351962617912962,0.10862627769585464,0.060116264115431806,0.16748811599238755,0.053553128303958974,0.0595775643555434,0.030983147605838868,-0.12692529053053359,0.060291702292398996,0.09970832626980797,0.011120440444454927,0.19542551285348542
2021-09-30,0.08225527392456722,0.008568272027543955,0.04196033752608774,-0.008186357161531377,-0.02531117761218815,-0.01831288247136853,0.11760536476630756,0.03263026831798488,0.14358232508057212,-0.0011403581851339162,-0.11125664808569802,-0.0028789277911248634
2021-10-31,-0.09882184159931073,-0.0075863307983613515,-0.057690307552575204,-0.10879531418665311,0.1443960565855147,0.004375897587208577,-0.05483798709878629,0.07206170152102298,0.012789780943414986,-0.017122259789613126,0.020986932960046945,-0.09833787770443647
2021-11-30,-0.004459097502495624,-0.05641713495158662,-0.10232716026615629,-0.031589961891811624,-0.10934484051708582,0.026922346869587166,-0.00918459940112093,-0.1767314162880813,-0.034093979082600034,0.008020986347304415,-0.18598736360397283,0.03867247790186368
2021-12-31,0.15847708185726628,-0.0094740916427134,0.15215022682301838,0.01838138257522015,0.03611690668060952,0.10223919531471504,-0.014017677905279857,0.09809356550770154,-0.08450986676891714,0.028881163599561166,0.037574664687638704,0.05927769864722232
2022-01-31,-0.15954447262664906,0.0042584893955417424,0.028388183139505196,-0.036607906152483105,0.0657297673555437,-0.08028072418824739,0.009860151579239584,0.02319405643843586,0.03404594104028802,-0.06009160894814902,-0.02330291717757582,0.0011946652813084047
2022-02-28,0.025058939912802725,-0.040014921620465826,0.17319293452609297,-0.044705787471088554,-0.05844312170156285,-0.011864874314146068,0.003789534141660944,0.10064758516192285,-0.007807337214792653,-0.047641841863574674,0.1245451814507017,-0.048725599199251235
2022-03-31,0.03265463431121285,0.030920204110919558,-0.007407455250935002,-0.05683440873183376,-0.016695862603753442,0.11147690098381235,0.16122295770017425,0.2569853877737329,-0.04824301505255735,-0.014660442172599764,0.07081720345660858,0.05226231088270605
2022-04-30,-0.05711907538849592,-0.05831941100044513,-0.15250217518352993,0.09088914271684789,0.017800869029386268,-0.1779374362876378,0.035507638158186694,0.013512070943327403,0.021039485514014356,0.05985507773293719,-0.027654607948593535,-0.05167187320237876
2022-05-31,-0.03567298453465306,0.014805227038102942,-0.12452087410366008,0.0529789237740701,0.012848089725337575,-0.03063766620624231,0.06819098088260556,-0.300342421418733,0.03132755281480848,-0.03484925818470863,-0.1694661671631058,-0.045024268704534465
2022-06-30,-0.06485692459136105,-0.029482669010470697,-0.19855637712330654,-0.04375064496834524,-0.060636224608425326,-0.027733642415598947,0.010530341111793629,-0.12862239808380038,-0.10057660799529256,-0.01252019737003185,-0.13433830993331197,-0.02890598946086964
2022-07-31,-0.01458771608061693,0.06394662447936339,0.22560165247456188,0.18237233653555007,0.15752263379465137,0.06005895252273996,0.10804375161634305,0.1816247434716518,0.08985008497845981,0.10813390574517379,0.2409895433551037,0.013319579950434646
