ticker,weight
ALGN,0.005851615697245883
AMAT,0.04055078928853412
AMP,0.20191542100856597
APA,0.004734556240799793
BHF,0.1253911207484839
BLDR,0.020458081904746798
CCL,0.034656466767655957
CVNA,0.032235196013044205
DXC,0.02140994544796435
INTU,0.030107127593548454
IVZ,0.04559181082293322
LRCX,0.05217288809102797
META,0.009745782358547075
MPWR,0.06942595106735468
NBR,0.012977287111780906
NVDA,0.18195438148697685
SIG,0.020265723516193577
TTD,0.0001505673134454676
XYZ,0.09040528752115091
